id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,s_edu,s_political,s_hukou,s_work_exper,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,F,Z,q
49,4,1,17,48,80,2015/7/27 17:51,1,65,1,1,1,3,4,20000,1,97,0,0,1,0,0,0,0,0,0,175,125,5,5,5,1,1,3,2,4,5,1,1,1,5,5,2,5,4,5,2,2,5,5,5,2,3,3,7,7,1,4,4,3,5,3,1,1,1,2,2,110000,5,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,40,64,3,1,1,1,2,1,2,1,1,2,1,1,4,2,20000,5,5,4,4,5,4,4,4,4,4,3,5,80,80,80,80,80,100,70,80,100,1,1,-1
50,2,1,15,39,70,2015/7/11 16:10,1,55,1,1,1,4,4,15000,1,50,0,1,1,0,0,0,0,0,0,170,130,5,4,4,2,1,2,2,2,4,1,1,2,5,3,5,5,4,4,5,5,5,5,5,2,3,2,3,3,1,1,5,5,5,2,1,1,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,32,55,6,2,2,5,3,1,2,1,1,2,2,2,3,3,100000,3,4,4,4,3,3,2,3,3,2,1,5,60,60,70,60,20,80,80,70,80,0,0,0
51,3,1,12,32,56,2015/7/29 17:58,2,83,1,1,1,1,1,48000,1,100,0,1,0,0,0,0,0,0,0,155,100,4,4,5,5,1,4,1,1,4,1,1,1,5,5,1,5,5,5,5,5,5,5,5,4,5,1,1,1,1,4,5,4,5,3,5,1,1,2,2,40000,2,3,10,2,0,1,0,0,0,0,0,0,0,0,3,0,7,0,83,4,0,1,3,4,1,1,3,1,1,3,1,4,2,48000,4,2,4,4,5,5,1,4,3,3,1,4,90,88,70,90,70,90,90,70,70,1,0,0
52,4,1,10,24,46,2015/7/28 15:40,1,32,1,1,3,4,4,30000,1,160,0,1,0,0,0,0,0,0,0,186,170,4,5,4,1,1,1,1,1,2,5,1,4,5,5,5,5,5,5,1,5,5,5,1,1,4,1,3,3,1,5,1,1,4,1,1,1,1,2,2,60000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,9,31,4,1,1,1,6,4,3,1,1,2,2,2,4,2,60000,5,5,5,5,5,5,5,5,5,4,5,3,100,80,100,80,90,80,70,70,70,0,3,-1
53,4,1,4,7,20,2015/10/18 14:58,1,19,1,1,1,6,1,0,2,60,0,0,0,0,0,0,0,0,1,170,120,4,4,4,2,3,1,3,1,1,5,1,5,5,5,1,4,4,5,1,1,5,5,1,4,5,5,3,3,1,3,10,10,10,10,6,1,2,2,2,40000,3,5,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,19,4,0,1,3,12,1,10,13,1,1,1,2,4,2,1000000,3,3,4,4,4,2,3,5,3,3,3,4,80,70,70,70,70,70,70,70,70,0,0,0
54,3,1,5,8,23,2015/7/31 12:45,1,31,1,1,1,10,4,80000,1,90,0,0,0,0,0,1,0,0,0,180,150,4,5,5,2,3,2,2,1,3,3,1,2,2,2,3,3,3,2,2,2,2,5,1,2,3,3,7,3,1,4,5,3,6,3,1,1,1,2,2,100000,5,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,7,31,10,1,2,1,7,1,2,3,1,2,2,1,3,2,100000,4,3,3,3,4,4,3,4,3,3,1,4,50,60,50,60,40,60,70,60,70,2,1,0
55,3,1,31,89,134,2015/9/14 12:07,2,72,1,1,1,4,4,12000,1,34,0,1,0,0,0,0,0,0,0,160,140,3,4,5,2,1,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,5,1,5,1,3,3,1,3,5,2,5,6,5,1,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,1,0,3,0,73,4,1,2,5,1,1,2,1,1,2,3,1,4,2,10000,3,3,3,3,5,5,3,4,3,3,1,2,50,50,70,70,70,70,70,70,70,3,0,-1
56,3,1,5,11,27,2015/7/27 13:13,1,66,1,0,1,4,4,30000,1,40,0,0,1,0,0,0,0,0,0,170,160,3,5,5,2,3,1,1,5,5,4,1,1,5,4,5,4,4,4,2,2,4,5,2,2,4,2,7,5,2,3,5,6,4,5,5,1,1,2,2,600000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,42,64,4,1,2,1,2,1,1,1,1,15,2,2,5,1,30000,2,2,4,4,3,3,3,4,3,2,2,4,100,100,100,100,100,100,100,100,100,-1,-1,-2
57,3,1,7,18,38,2015/8/7 17:03,2,62,1,1,1,10,4,24000,4,57,0,0,1,0,0,0,0,0,0,160,130,4,4,4,2,1,3,3,3,4,1,1,1,5,4,2,5,4,4,4,1,5,5,5,1,4,2,3,3,1,3,6,4,5,2,5,1,1,2,2,63600,2,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,3,34,64,8,1,2,5,2,1,11,2,1,15,1,1,4,3,50000,4,3,4,4,4,4,3,3,3,4,1,3,90,90,80,90,90,80,70,80,90,2,-1,-2
58,3,1,15,42,73,2015/7/11 9:04,2,51,1,1,1,4,4,3600,1,100,0,1,1,0,0,0,0,0,0,158,125,4,5,5,1,1,1,1,3,5,1,1,1,5,2,4,5,4,1,1,4,5,1,5,5,5,1,1,3,1,2,6,4,7,3,2,1,2,2,2,75000,1,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,27,49,4,1,1,1,1,1,2,1,1,2,2,2,3,2,13000,5,4,3,4,5,5,4,4,3,3,3,5,60,50,50,70,50,60,60,60,60,2,1,2
59,3,2,23,69,109,2015/9/25 18:24,2,34,1,0,3,3,4,2500,1,333,0,1,1,1,0,0,0,0,0,157,130,2,3,3,1,1,1,1,1,4,3,3,2,5,4,5,5,5,5,5,4,5,4,4,1,4,2,3,3,1,3,3,1,3,2,3,1,1,2,2,5000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2,3,18,29,1,1,1,1,4,1,2,1,1,2,3,1,3,2,10000,2,2,2,2,5,2,2,2,3,2,1,5,100,100,80,100,90,100,100,70,80,2,0,5
60,3,2,18,55,89,2015/7/24 11:20,1,47,1,0,4,4,4,35000,4,120,0,1,0,0,0,0,0,0,0,175,175,5,5,5,1,1,2,2,1,5,1,3,1,5,3,3,5,4,3,3,3,5,5,5,4,3,3,1,3,1,2,5,5,7,2,2,1,1,2,2,50000,5,2,1,2,0,1,0,0,0,0,0,0,0,1,1,1,3,24,48,3,1,1,3,6,1,2,3,1,2,2,2,4,2,55000,4,3,3,3,5,3,3,3,3,3,2,5,50,25,0,45,15,55,55,0,55,0,2,1
61,3,2,2,3,10,2015/7/26 16:33,1,20,4,0,2,6,4,5000,4,300,0,0,0,0,1,0,0,0,0,180,120,5,5,5,6,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,6,6,1,4,5,5,9,5,1,1,2,2,2,1000000,3,4,30,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,4,0,1,3,3,1,10,4,1,10,2,2,4,2,50000,4,4,4,4,4,4,3,3,3,3,2,5,100,100,100,100,100,100,100,100,100,0,4,0
62,3,2,21,64,102,2015/7/21 9:48,2,62,1,0,9,3,4,0,1,234,0,0,0,1,0,0,0,0,0,156,130,2,3,4,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,4,3,5,4,5,2,3,1,2,2,2,3,5,3,6,3,4,1,2,2,2,100000,4,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,7,36,62,4,0,1,3,1,1,2,1,1,2,2,1,4,2,70000,5,4,4,4,5,4,3,3,3,3,2,4,80,80,80,80,80,80,70,80,70,2,1,0
63,2,1,13,36,67,2015/9/2 18:39,1,56,1,1,1,8,4,5000,1,100,0,0,0,1,0,0,0,0,0,176,154,4,5,5,5,1,5,2,3,4,1,2,1,4,4,1,4,4,4,3,5,5,5,1,2,3,2,6,6,1,2,5,7,5,5,1,1,1,1,2,10000,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,30,30,8,1,5,5,7,4,1,3,1,5,2,2,5,2,50000,3,3,5,4,4,3,2,3,3,4,3,3,60,60,60,60,50,60,70,70,60,-2,0,-26
64,3,1,4,7,16,2015/10/18 15:21,2,71,4,0,4,6,4,38000,1,115,0,0,0,1,0,0,0,0,0,162,122,2,5,2,2,3,4,4,2,5,5,1,1,4,4,2,4,4,4,3,5,4,4,2,3,4,4,6,6,6,4,4,4,4,2,5,1,1,2,2,90000,2,3,2,2,0,0,0,1,0,0,0,0,0,2,1,0,3,50,78,12,4,2,5,12,1,12,4,1,12,2,2,3,2,50000,5,5,5,5,5,5,5,5,5,3,2,4,80,80,80,80,80,80,80,80,80,0,0,-7
65,2,2,6,13,29,2015/8/6 14:23,1,72,1,1,1,1,1,20000,1,180,0,1,1,0,0,0,0,0,0,168,118,3,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,5,4,5,5,5,5,5,2,3,1,3,4,2,3,4,5,6,4,3,1,2,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,3,47,64,1,1,1,3,1,1,2,1,1,2,3,2,3,2,50000,5,4,5,4,5,4,3,4,3,3,1,5,80,90,80,70,80,80,90,90,70,-1,2,-8
66,3,1,1,1,4,2015/8/21 14:46,2,94,4,0,2,4,4,39600,1,79,0,0,0,0,0,0,0,0,1,150,85,1,1,3,2,1,1,1,2,2,1,1,1,5,5,4,5,4,5,5,5,5,5,5,1,3,1,3,3,1,4,4,4,4,4,5,1,1,2,2,150000,4,2,1,2,0,1,0,0,0,0,0,0,0,3,0,0,7,0,94,4,0,1,3,3,1,2,3,1,2,3,2,3,3,50000,4,4,4,3,4,4,3,4,3,3,2,5,80,80,60,85,80,50,80,80,70,0,0,0
67,0,2,31,87,132,2015/8/13 18:31,2,73,1,1,1,3,4,10660,1,80,0,1,1,0,0,0,0,0,0,165,100,1,5,1,1,1,1,1,1,5,1,1,1,5,1,5,5,4,5,5,5,5,5,5,4,4,1,1,6,1,5,10,1,10,1,3,1,2,2,2,21320,2,3,1,2,0,1,0,0,0,0,0,0,0,2,3,0,3,57,78,4,1,1,3,4,1,16,1,1,15,2,2,5,2,20000,5,5,5,5,5,5,1,5,5,5,1,1,100,100,100,100,100,100,100,100,100,9,0,-5
68,3,1,12,32,57,2015/9/12 19:07,1,33,1,1,1,6,4,0,1,110,0,0,0,0,0,0,0,0,1,178,120,3,4,4,5,3,2,2,2,4,2,4,1,3,3,2,4,3,3,4,5,5,1,1,3,3,3,3,3,3,4,4,1,7,2,1,1,1,2,2,40000,4,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,9,32,4,1,4,1,4,1,5,1,1,15,3,2,3,2,1000000,4,3,3,3,4,4,3,4,3,4,3,3,70,60,60,70,70,70,80,70,70,3,3,-1
69,3,2,9,21,43,2015/7/5 8:00,2,54,1,1,1,4,4,20000,1,200,0,1,0,0,0,0,0,0,0,160,110,3,2,3,1,1,1,1,2,4,1,1,1,5,5,5,5,3,3,5,4,5,5,5,4,4,1,3,3,6,4,5,1,6,6,2,1,1,2,2,20000,1,1,1,2,0,1,0,0,0,0,0,0,0,1,2,0,7,32,54,4,0,1,3,2,4,3,3,1,2,2,3,5,2,30000,5,5,5,5,5,4,4,4,5,4,2,5,100,90,90,90,90,100,100,90,80,4,1,0
70,3,2,29,83,126,2015/7/22 19:09,2,20,1,0,1,12,1,0,2,120,0,0,0,0,1,0,0,0,0,158,140,4,5,4,1,1,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,5,5,1,3,2,2,4,5,2,4,4,3,5,3,6,1,2,2,2,20000,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,4,0,1,3,4,1,2,4,1,2,2,2,4,2,60000,4,4,4,4,5,4,4,5,5,4,4,4,85,85,85,85,85,85,85,85,85,1,1,0
71,3,2,18,52,86,2015/7/18 10:47,2,48,1,1,1,1,1,0,1,200,0,1,1,0,0,0,0,0,0,158,124,5,5,5,1,1,1,1,1,4,1,1,1,5,4,5,5,3,3,3,3,5,3,5,2,3,2,3,3,1,2,5,4,5,4,4,1,2,2,2,50000,3,3,2,2,0,1,0,0,0,0,0,0,0,1,2,0,3,28,47,3,1,1,1,1,1,2,1,1,2,2,2,4,2,10000,3,3,3,3,4,3,3,3,3,3,3,4,80,80,80,80,80,80,50,80,80,1,0,1
72,4,1,4,7,21,2015/9/18 13:52,1,62,1,1,1,7,4,50000,1,64,0,1,0,0,0,0,0,0,0,169,130,3,4,5,2,1,2,2,4,4,5,1,1,5,2,5,5,4,4,1,1,5,5,1,2,3,1,3,6,1,1,4,3,4,1,5,1,1,2,2,80000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,35,63,4,4,2,1,3,1,16,1,1,15,2,1,4,3,50000,4,3,4,4,5,4,3,2,2,2,2,4,75,90,60,70,95,90,70,90,70,1,0,1
73,4,1,1,1,6,2015/8/26 15:00,2,69,1,1,1,10,4,44400,1,60,0,1,1,0,0,0,0,0,0,160,98,4,4,4,5,1,2,2,3,4,3,2,2,5,4,4,4,4,4,4,1,3,4,4,2,3,2,5,5,2,4,3,4,3,2,5,1,1,2,2,91200,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,3,46,75,6,1,5,5,3,1,2,3,1,2,2,2,4,2,50000,4,2,3,4,3,4,3,4,3,3,1,3,90,90,90,90,90,90,90,90,90,-1,0,-6
74,3,2,2,2,9,2015/7/23 12:31,2,48,8,1,1,4,4,10000,1,266,0,0,1,0,0,0,0,0,0,165,100,4,4,4,1,1,3,3,3,4,1,1,2,4,2,3,4,3,2,2,3,5,5,5,2,3,2,5,5,2,4,6,4,8,3,3,1,1,2,2,85000,4,3,2,1,0,1,0,0,0,0,0,0,0,1,1,0,3,28,50,4,1,1,3,3,1,2,3,1,2,2,1,3,2,60000,5,5,5,5,5,4,2,4,4,4,3,5,100,100,100,100,90,90,65,65,80,2,2,-2
75,3,1,24,70,110,2015/8/9 16:53,1,45,1,1,1,12,4,100000,1,100,0,0,0,0,0,0,0,1,0,170,150,5,5,5,4,1,1,1,1,3,5,1,2,4,5,5,4,4,3,5,3,5,5,1,3,4,4,5,3,5,4,6,4,7,3,1,1,1,2,2,250000,5,4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,3,14,42,13,4,2,1,4,1,2,3,1,2,2,2,4,2,200000,4,4,4,4,5,5,3,4,4,5,3,4,60,40,60,60,70,60,60,40,50,2,1,-3
76,2,1,6,12,28,2015/7/29 10:06,1,48,1,1,1,4,4,0,1,105,0,0,0,0,0,0,0,0,0,173,125,3,4,4,2,1,3,2,2,4,1,1,2,4,4,3,4,4,4,4,4,4,4,5,2,3,2,5,5,2,1,4,3,4,3,5,1,1,2,2,40000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,23,46,4,1,1,1,1,1,1,1,1,5,3,2,4,3,200000,4,4,4,4,4,4,3,3,3,3,2,4,44,45,45,43,30,37,30,50,38,1,0,-2
77,4,2,19,57,93,2015/7/19 11:26,1,48,1,1,1,3,3,200000,1,96,0,1,0,0,0,0,0,0,0,160,130,2,2,2,1,1,4,4,4,5,2,1,1,4,3,1,5,4,3,5,1,5,5,4,4,4,5,3,2,4,3,4,5,6,9,1,1,1,2,2,200000,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,3,23,46,3,1,2,1,1,1,6,1,1,2,2,2,5,2,50000,5,4,5,5,5,3,2,5,1,3,2,5,90,60,40,70,70,80,90,90,90,-1,2,-2
78,3,2,16,44,75,2015/7/25 15:07,1,67,1,1,1,4,4,40000,2,60,0,0,0,0,0,0,0,0,1,168,140,4,4,4,4,1,3,3,1,5,1,1,1,5,4,4,5,4,4,5,4,5,5,5,2,3,3,6,6,2,4,4,3,3,2,5,1,1,1,2,40000,2,3,0,2,0,1,0,0,0,0,0,0,0,2,1,0,3,44,63,1,1,1,5,1,1,2,1,1,2,1,1,4,2,50000,5,2,3,2,5,5,2,5,5,2,1,5,100,70,90,90,60,70,80,90,80,1,-1,-4
79,2,2,13,35,65,2015/9/22 13:33,1,39,6,1,1,4,4,10000,1,128,0,1,0,0,0,0,0,0,0,160,130,4,3,3,1,1,2,2,1,3,1,1,2,5,1,4,5,3,3,5,5,5,5,5,3,4,1,3,5,1,2,3,2,5,1,2,1,2,2,2,20000,5,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2,3,7,38,3,1,1,2,3,1,2,3,1,2,3,2,4,4,30000,5,2,4,2,4,4,2,4,2,3,2,5,70,80,20,30,10,70,70,10,50,1,2,-1
80,0,2,22,67,107,2015/7/5 9:41,1,47,1,1,1,3,2,20000,1,85,0,1,0,0,0,0,0,0,0,173,126,3,3,2,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,4,4,4,4,4,3,3,1,3,5,1,4,4,4,5,4,3,1,1,2,2,20000,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,7,18,47,4,0,1,3,3,1,2,1,1,2,3,1,3,2,10000000,5,5,3,3,3,4,3,4,4,3,2,4,100,100,100,100,100,70,100,100,70,0,1,0
81,3,1,4,7,14,2015/10/18 15:01,1,29,1,1,1,8,4,120000,1,57,0,0,0,0,0,0,0,0,1,170,135,4,4,5,1,4,2,2,2,4,5,2,1,4,3,4,4,4,4,4,5,5,5,1,2,4,2,7,2,3,2,6,2,8,4,1,1,2,2,2,120000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,5,26,4,1,1,6,6,1,2,6,1,2,2,1,3,2,100000,3,3,4,4,5,3,3,3,3,2,2,3,70,80,80,60,70,70,70,70,70,4,2,-3
82,3,2,6,17,33,2015/8/4 11:42,2,69,1,1,1,3,4,2000,1,120,0,1,0,0,0,0,0,0,0,155,120,4,4,4,1,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,3,1,2,5,5,5,5,3,1,1,2,2,3000,1,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,7,0,69,4,0,1,3,1,1,16,1,1,16,2,2,4,2,8000,2,2,2,2,2,2,2,3,3,3,3,4,70,70,70,70,70,70,70,70,70,0,0,0
83,2,1,31,86,129,2015/8/17 11:27,1,42,1,1,1,4,4,1400,1,40,0,0,0,0,1,0,0,0,0,166,105,2,2,3,2,1,2,2,4,5,1,1,1,5,2,5,4,4,4,2,5,5,5,5,2,2,1,3,5,1,4,1,1,2,1,5,1,1,2,2,5000,3,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,3,19,43,4,1,2,5,6,4,1,3,1,15,3,1,4,3,24000,4,4,4,3,4,4,4,4,4,3,3,5,80,80,70,70,0,60,70,80,50,0,1,1
84,3,1,16,46,77,2015/7/28 8:41,2,24,1,1,1,10,4,30000,1,900,0,0,0,0,1,0,0,0,0,162,95,4,4,4,1,3,2,3,2,3,5,2,2,3,3,3,4,3,2,2,2,4,3,1,4,4,4,3,2,3,4,4,2,6,3,5,1,2,2,2,10000,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,4,0,1,3,4,1,9,3,1,9,2,1,3,2,100000,4,4,4,4,5,2,2,4,2,4,1,3,90,70,60,80,60,70,85,90,70,2,2,0
85,4,2,31,88,133,2015/8/17 15:39,1,61,1,1,1,4,4,20000,4,40,0,1,1,0,0,0,0,0,0,164,110,4,4,3,1,1,4,4,4,5,1,1,1,5,3,2,4,4,4,4,1,5,5,5,2,4,4,5,5,2,3,7,6,8,3,2,1,1,2,2,40000,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,3,38,61,3,1,1,4,1,1,2,1,1,2,2,1,4,2,60000,4,3,3,3,4,4,4,4,3,4,3,4,70,75,65,60,70,65,80,75,70,1,1,0
86,0,2,9,21,43,2015/7/6 19:18,2,62,1,1,1,6,4,0,1,200,0,1,1,0,0,0,0,0,0,150,90,1,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,5,5,5,5,5,1,3,1,3,3,1,2,3,5,5,5,3,1,1,2,2,10000,2,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,38,52,6,1,1,3,1,1,2,1,1,2,3,3,4,2,20000,4,4,4,4,4,4,3,4,4,3,2,5,70,60,60,60,60,50,50,60,60,-2,2,10
87,3,2,15,40,71,2015/7/13 19:14,1,64,1,1,1,3,4,25000,1,200,0,1,0,0,0,0,0,0,0,168,125,3,5,4,4,1,2,1,1,4,1,1,1,5,3,2,5,4,4,5,1,5,5,5,4,4,1,1,6,1,3,5,7,6,4,5,1,1,2,2,60000,4,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,3,40,64,3,1,4,5,3,1,2,3,1,2,2,2,2,3,40000,4,3,4,3,5,3,3,4,4,3,2,5,80,80,80,80,85,80,70,90,90,-2,1,0
88,1,1,19,57,91,2015/7/14 17:37,1,56,1,1,1,4,4,20000,1,38,0,1,0,0,0,0,0,0,0,170,115,4,5,5,5,2,5,1,1,3,1,2,2,5,5,1,4,4,4,4,4,4,5,5,2,4,2,4,4,2,3,2,2,2,2,5,1,1,2,2,50000,3,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,29,56,3,1,5,1,1,1,4,1,1,15,3,3,5,4,40000,4,3,4,4,4,2,2,3,3,4,1,4,75,90,75,75,80,85,80,80,80,0,0,0
89,3,1,9,20,42,2015/7/7 19:29,1,62,1,1,1,4,4,30000,1,208,0,1,0,0,0,0,0,0,0,165,130,4,5,5,1,2,4,4,1,4,4,1,1,5,4,1,5,4,4,4,4,5,5,1,2,3,2,2,2,1,4,5,7,5,2,1,1,1,2,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,38,62,4,1,1,1,3,4,1,3,1,2,2,2,4,2,50000,5,4,4,4,5,4,3,4,3,4,2,5,90,90,90,90,90,80,90,90,90,-2,0,0
90,4,2,2,3,10,2015/7/26 12:40,2,46,4,0,4,3,2,5000,1,150,0,0,1,0,0,0,0,0,0,150,130,2,3,5,1,2,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,2,2,1,3,5,1,4,4,1,7,1,4,1,1,2,2,12000,3,3,2,2,0,1,0,0,0,0,0,0,0,0,2,0,3,26,52,4,1,1,3,1,1,2,1,1,2,3,1,4,2,40000,5,5,5,4,5,4,3,3,4,3,3,4,100,100,80,100,70,100,100,100,70,3,3,-6
91,3,2,29,84,127,2015/7/25 13:33,2,39,1,1,1,4,4,0,1,20,0,0,0,0,0,0,0,0,1,155,110,3,5,3,1,1,3,2,1,5,5,3,1,4,2,4,4,4,4,3,5,5,1,1,3,1,2,2,7,1,4,5,1,5,8,2,1,1,2,2,15000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2,3,17,44,4,1,1,1,1,1,2,1,1,2,3,3,2,2,50000,4,4,4,4,5,4,4,4,4,4,1,4,80,90,90,90,90,90,90,90,90,4,0,-5
92,1,2,31,87,132,2015/8/13 15:14,2,37,1,1,1,4,2,10000,1,50,0,0,0,0,0,0,0,0,0,164,98,1,2,3,1,1,1,1,3,4,1,1,2,5,5,5,5,4,5,2,5,5,5,5,3,1,1,7,7,1,2,3,1,4,5,3,1,1,2,2,10000,4,3,1,1,0,1,0,0,0,0,0,0,0,1,1,2,3,19,19,4,1,1,3,3,1,2,1,1,2,2,1,4,2,40000,3,4,4,4,5,5,3,3,2,4,1,4,100,60,60,80,60,90,90,60,80,2,1,18
93,2,2,6,14,30,2015/8/6 11:05,1,51,1,1,1,3,2,5000,1,100,0,1,0,0,0,0,0,0,0,168,130,2,3,3,1,1,2,2,3,3,1,1,1,5,4,4,4,4,4,3,4,5,4,5,2,3,1,2,2,1,4,4,2,5,3,2,1,1,2,2,5000,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51,4,0,1,3,2,1,16,1,1,2,2,2,3,2,20000,4,3,4,4,5,4,4,3,3,3,2,4,70,70,70,80,70,80,80,70,80,2,1,0
94,0,1,21,64,102,2015/7/18 11:04,1,75,1,1,1,3,4,900,1,60,0,1,0,0,0,0,0,0,0,165,98,2,4,4,1,4,4,2,1,2,1,1,5,5,5,2,4,5,5,5,5,5,5,5,2,4,3,7,6,1,4,5,5,5,3,5,1,1,2,2,800,1,1,1,2,0,1,0,0,0,0,0,0,0,4,0,0,7,54,75,4,0,1,3,3,1,2,1,1,2,3,2,2,4,2000,3,3,3,3,4,3,3,3,2,3,4,2,80,40,30,80,50,30,40,30,60,0,0,0
95,3,1,7,18,39,2015/8/13 18:19,1,46,1,1,1,6,2,50000,4,67,0,1,0,0,0,0,0,0,0,183,160,5,5,5,2,1,1,1,1,5,5,1,1,5,3,5,5,4,4,5,5,5,5,1,1,3,2,3,3,1,4,5,4,6,3,1,1,1,2,2,80000,3,3,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,19,45,8,1,2,1,2,1,16,2,1,15,2,2,4,2,80000,3,2,4,4,4,4,3,3,2,3,1,3,80,70,80,80,80,80,80,80,80,1,1,-1
96,2,2,9,20,42,2015/7/5 13:59,1,53,1,1,1,3,2,8000,1,80,0,1,0,0,0,0,0,0,0,170,120,3,2,3,1,1,1,1,1,1,1,1,5,5,4,5,5,5,4,5,5,5,5,5,2,2,1,4,4,1,3,2,2,2,2,2,1,1,2,2,8000,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,53,4,0,1,3,4,1,1,3,1,15,3,2,4,2,10000,3,3,3,3,3,3,3,4,4,4,4,2,70,70,70,70,80,70,80,70,70,0,0,0
97,2,1,8,19,41,2015/8/6 9:32,2,36,4,0,9,3,4,0,1,200,0,0,1,0,0,0,0,0,0,152,117,1,2,1,1,3,1,1,1,3,3,1,2,5,2,5,5,5,5,3,5,5,5,1,3,2,1,7,7,1,2,5,1,8,1,1,1,2,2,2,80000,5,3,1,2,0,1,0,0,0,0,0,0,0,2,1,3,3,16,37,3,1,1,1,1,1,2,1,1,2,2,2,3,3,200000,1,1,1,4,4,4,2,4,2,2,1,3,20,10,60,20,20,30,20,40,60,4,3,-1
98,3,1,23,69,109,2015/9/24 8:43,2,29,1,1,1,4,4,60000,1,60,0,0,0,0,0,0,0,0,1,163,120,5,5,4,1,1,2,3,1,5,5,1,1,5,2,4,5,4,4,2,5,5,2,1,5,4,2,1,5,1,4,4,2,6,2,1,1,1,2,2,65000,3,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,8,31,6,1,1,1,3,1,2,3,1,2,2,1,2,3,50000,4,4,3,3,5,3,4,3,4,4,2,4,100,100,60,70,80,100,90,70,80,2,2,-2
